Fri May 06 10:03:11 2016	1462543391	38	92	129	92
Fri May 06 09:58:06 2016	1462543086	37	93	130	93
Fri May 06 10:02:27 2016	1462543347	37	93	130	88
Fri May 06 10:03:11 2016	1462543391	37	94	131	94
Fri May 06 10:03:11 2016	1462543391	37	94	131	94
Fri May 06 10:03:09 2016	1462543389	37	94	131	94
Fri May 06 10:02:44 2016	1462543364	37	94	131	94
Fri May 06 10:02:27 2016	1462543347	37	94	131	94
Fri May 06 10:03:09 2016	1462543389	37	95	132	94
Fri May 06 10:03:11 2016	1462543391	37	95	132	95
Fri May 06 10:03:11 2016	1462543391	37	95	132	95
Fri May 06 10:03:11 2016	1462543391	37	95	132	95
Fri May 06 10:03:11 2016	1462543391	37	95	132	95
Fri May 06 10:03:11 2016	1462543391	37	95	132	95
Fri May 06 10:02:27 2016	1462543347	37	96	133	96
Fri May 06 10:03:11 2016	1462543391	37	97	133	97
Fri May 06 10:02:21 2016	1462543341	37	96	134	96
Fri May 06 10:02:36 2016	1462543356	37	97	134	97
Fri May 06 10:03:09 2016	1462543389	36	98	134	97
Fri May 06 10:02:44 2016	1462543364	37	97	134	97
Fri May 06 10:02:35 2016	1462543355	37	98	134	98
Fri May 06 10:02:37 2016	1462543357	37	98	134	98
Fri May 06 10:02:45 2016	1462543365	36	98	134	98
Fri May 06 10:03:11 2016	1462543391	37	97	134	97
Fri May 06 10:02:36 2016	1462543356	37	98	135	98
Fri May 06 10:03:10 2016	1462543390	37	98	135	98
Fri May 06 10:03:11 2016	1462543391	37	98	135	98
Fri May 06 10:02:12 2016	1462543332	37	98	135	92
Fri May 06 10:02:21 2016	1462543341	37	98	135	98
Fri May 06 10:02:53 2016	1462543373	37	98	135	98
Fri May 06 10:02:35 2016	1462543355	37	99	135	99
Fri May 06 10:02:52 2016	1462543372	37	99	135	98
Fri May 06 10:03:09 2016	1462543389	38	97	135	97
Fri May 06 10:02:44 2016	1462543364	37	99	135	99
Fri May 06 10:02:04 2016	1462543324	37	99	135	93
Fri May 06 10:02:27 2016	1462543347	37	98	135	98
Fri May 06 10:02:36 2016	1462543356	37	99	135	99
Fri May 06 10:02:04 2016	1462543324	37	99	136	99
Fri May 06 10:02:27 2016	1462543347	37	99	136	99
Fri May 06 10:03:01 2016	1462543381	37	99	136	99
Fri May 06 10:02:44 2016	1462543364	37	99	136	99
Fri May 06 10:02:21 2016	1462543341	37	99	136	99
Fri May 06 10:03:11 2016	1462543391	37	99	136	99
Fri May 06 10:03:09 2016	1462543389	37	99	136	99
Fri May 06 10:03:09 2016	1462543389	37	99	136	99
Fri May 06 10:02:28 2016	1462543348	37	99	136	99
Fri May 06 10:02:44 2016	1462543364	37	99	136	99
Fri May 06 10:02:46 2016	1462543366	37	100	136	99
Fri May 06 10:02:27 2016	1462543347	37	100	137	99
Fri May 06 10:03:10 2016	1462543390	37	100	137	100
Fri May 06 10:02:36 2016	1462543356	37	100	137	99
Fri May 06 10:02:44 2016	1462543364	37	100	137	100
Fri May 06 10:02:52 2016	1462543372	37	100	137	100
Fri May 06 10:03:09 2016	1462543389	37	100	137	100
Fri May 06 10:02:37 2016	1462543357	36	100	137	100
Fri May 06 10:02:20 2016	1462543340	37	100	137	100
Fri May 06 10:02:36 2016	1462543356	37	100	137	100
Fri May 06 10:02:35 2016	1462543355	37	100	137	100
Fri May 06 10:02:52 2016	1462543372	37	100	137	100
Fri May 06 10:03:11 2016	1462543391	37	100	137	100
Fri May 06 10:02:52 2016	1462543372	37	100	137	100
Fri May 06 10:03:10 2016	1462543390	36	101	137	101
Fri May 06 10:02:27 2016	1462543347	37	101	137	100
Fri May 06 10:03:02 2016	1462543382	37	101	138	100
Fri May 06 10:02:03 2016	1462543323	36	101	138	101
Fri May 06 10:02:36 2016	1462543356	37	101	138	101
Fri May 06 10:02:45 2016	1462543365	37	101	138	101
Fri May 06 10:03:09 2016	1462543389	38	100	138	99
Fri May 06 10:03:09 2016	1462543389	37	101	138	101
Fri May 06 10:02:21 2016	1462543341	37	101	138	101
Fri May 06 10:02:27 2016	1462543347	37	101	138	101
Fri May 06 10:02:27 2016	1462543347	37	101	138	101
Fri May 06 10:03:09 2016	1462543389	37	102	138	102
Fri May 06 10:02:36 2016	1462543356	37	102	138	102
Fri May 06 10:02:27 2016	1462543347	37	102	138	101
Fri May 06 10:02:27 2016	1462543347	37	102	138	102
Fri May 06 10:02:45 2016	1462543365	37	102	138	102
Fri May 06 10:03:11 2016	1462543391	37	102	138	102
Fri May 06 10:02:27 2016	1462543347	37	102	139	102
Fri May 06 10:02:21 2016	1462543341	37	102	139	102
Fri May 06 10:03:11 2016	1462543391	36	102	139	102
Fri May 06 10:03:02 2016	1462543382	37	102	139	102
Fri May 06 10:02:28 2016	1462543348	37	102	139	102
Fri May 06 10:02:46 2016	1462543366	37	102	139	102
Fri May 06 10:02:53 2016	1462543373	37	102	139	102
Fri May 06 10:03:09 2016	1462543389	37	102	139	102
Fri May 06 10:02:46 2016	1462543366	37	102	139	102
Fri May 06 10:03:10 2016	1462543390	37	102	139	102
Fri May 06 10:02:03 2016	1462543323	37	102	139	102
Fri May 06 10:02:53 2016	1462543373	37	102	139	102
Fri May 06 10:03:11 2016	1462543391	37	102	140	102
Fri May 06 10:02:36 2016	1462543356	36	103	140	103
Fri May 06 10:02:02 2016	1462543322	37	103	140	103
Fri May 06 10:02:36 2016	1462543356	37	103	140	103
Fri May 06 10:02:36 2016	1462543356	37	103	140	103
Fri May 06 10:02:36 2016	1462543356	37	103	140	103
