Wed May 04 15:24:15 2016	1462389855	36	132	168	95
Wed May 04 15:24:14 2016	1462389854	37	132	169	95
Wed May 04 15:24:14 2016	1462389854	36	133	170	96
Wed May 04 15:24:14 2016	1462389854	36	134	170	97
Wed May 04 15:24:14 2016	1462389854	37	134	170	96
Wed May 04 15:24:15 2016	1462389855	37	134	170	96
Wed May 04 15:24:14 2016	1462389854	37	134	170	97
Wed May 04 15:24:13 2016	1462389853	37	133	171	96
Wed May 04 15:24:15 2016	1462389855	37	134	171	96
Wed May 04 15:24:14 2016	1462389854	37	134	171	97
Wed May 04 15:24:06 2016	1462389846	37	135	171	98
Wed May 04 15:24:15 2016	1462389855	37	134	171	97
Wed May 04 15:24:15 2016	1462389855	36	135	171	98
Wed May 04 15:24:15 2016	1462389855	37	134	172	97
Wed May 04 15:24:15 2016	1462389855	37	135	172	98
Wed May 04 15:24:14 2016	1462389854	36	135	172	99
Wed May 04 15:24:15 2016	1462389855	36	136	172	99
Wed May 04 15:24:16 2016	1462389856	38	135	172	97
Wed May 04 15:24:15 2016	1462389855	36	136	172	99
Wed May 04 15:24:15 2016	1462389855	37	135	172	98
Wed May 04 15:24:14 2016	1462389854	37	135	172	98
Wed May 04 15:24:15 2016	1462389855	37	136	173	98
Wed May 04 15:24:14 2016	1462389854	37	136	173	99
Wed May 04 15:24:15 2016	1462389855	36	136	173	99
Wed May 04 15:24:15 2016	1462389855	37	136	173	98
Wed May 04 15:24:08 2016	1462389848	37	137	173	99
Wed May 04 15:24:15 2016	1462389855	37	136	173	99
Wed May 04 15:24:15 2016	1462389855	37	137	173	100
Wed May 04 15:24:14 2016	1462389854	37	136	173	99
Wed May 04 15:24:15 2016	1462389855	37	137	174	100
Wed May 04 15:24:15 2016	1462389855	36	137	174	100
Wed May 04 15:24:15 2016	1462389855	37	137	174	100
Wed May 04 15:24:11 2016	1462389851	37	137	174	100
Wed May 04 15:24:09 2016	1462389849	37	137	174	100
Wed May 04 15:24:14 2016	1462389854	37	137	174	99
Wed May 04 15:24:15 2016	1462389855	37	137	174	100
Wed May 04 15:24:15 2016	1462389855	37	138	174	100
Wed May 04 15:24:15 2016	1462389855	37	138	174	100
Wed May 04 15:24:15 2016	1462389855	36	138	174	101
Wed May 04 15:24:15 2016	1462389855	37	138	175	100
Wed May 04 15:24:16 2016	1462389856	37	138	175	101
Wed May 04 15:24:15 2016	1462389855	37	138	175	100
Wed May 04 15:24:09 2016	1462389849	37	138	175	101
Wed May 04 15:24:15 2016	1462389855	37	138	175	101
Wed May 04 15:24:07 2016	1462389847	38	137	175	100
Wed May 04 15:24:15 2016	1462389855	37	138	175	101
Wed May 04 15:24:14 2016	1462389854	37	138	175	101
Wed May 04 15:24:13 2016	1462389853	37	138	175	101
Wed May 04 15:24:14 2016	1462389854	37	138	175	99
Wed May 04 15:24:15 2016	1462389855	37	138	175	100
Wed May 04 15:24:10 2016	1462389850	37	138	175	101
Wed May 04 15:24:15 2016	1462389855	37	139	175	101
Wed May 04 15:24:15 2016	1462389855	37	138	175	101
Wed May 04 15:24:15 2016	1462389855	37	139	175	101
Wed May 04 15:24:16 2016	1462389856	37	139	175	101
Wed May 04 15:24:12 2016	1462389852	37	138	175	101
Wed May 04 15:24:15 2016	1462389855	37	139	176	102
Wed May 04 15:24:13 2016	1462389853	37	139	176	100
Wed May 04 15:24:10 2016	1462389850	37	139	176	102
Wed May 04 15:16:54 2016	1462389414	37	139	176	102
Wed May 04 15:24:16 2016	1462389856	37	139	176	102
Wed May 04 15:24:16 2016	1462389856	37	139	176	102
Wed May 04 15:24:14 2016	1462389854	37	139	176	102
Wed May 04 15:24:14 2016	1462389854	37	139	177	102
Wed May 04 15:24:15 2016	1462389855	37	140	177	103
Wed May 04 15:24:14 2016	1462389854	37	140	177	102
Wed May 04 15:24:14 2016	1462389854	37	139	177	102
Wed May 04 15:24:14 2016	1462389854	37	140	177	102
Wed May 04 15:24:16 2016	1462389856	37	140	177	103
